prompt_id,model,hallucination,bert_f1,cos_sim,nli_contradiction,token_len,char_len,entity_count,pronoun_ratio,imperative_flag,readability_score,punct_density,question_type,ambiguity_flag,completeness
E1,gemini-2.5-pro,0,0.8069,0.6552,0.2991749942302704,27.0,85.0,0.0,0.1,False,19.1,0.0588,what,,1.0
E1,claude-sonnet-4-0,0,0.8361,0.6236,0.007986685261130333,27.0,85.0,0.0,0.1,False,19.1,0.0588,what,,1.0
E1,cohere-command,0,0.8359,0.7538,0.2359113246202469,27.0,85.0,0.0,0.1,False,19.1,0.0588,what,,1.0
E2,gemini-2.5-pro,0,0.8618,0.8558,0.8737420439720154,13.0,59.0,1.0,0.0,True,61.33,0.0169,,,1.0
E2,claude-sonnet-4-0,0,0.8775,0.9052,0.9364428520202637,13.0,59.0,1.0,0.0,True,61.33,0.0169,,,1.0
E2,cohere-command,0,0.8598,0.8592,0.04061063379049301,13.0,59.0,1.0,0.0,True,61.33,0.0169,,,1.0
E3,gemini-2.5-pro,0,0.8382,0.8883,0.870464026927948,13.0,56.0,1.0,0.1,False,61.33,0.0179,what,,1.0
E3,claude-sonnet-4-0,0,0.8877,0.8987,0.984228253364563,13.0,56.0,1.0,0.1,False,61.33,0.0179,what,,1.0
E3,cohere-command,0,0.8739,0.8285,0.21544894576072693,13.0,56.0,1.0,0.1,False,61.33,0.0179,what,,1.0
E4,gemini-2.5-pro,0,0.8275,0.7832,0.21522216498851776,15.0,65.0,2.0,0.0,True,9.7,0.0308,,,1.0
E4,claude-sonnet-4-0,1,0.8368,0.7402,0.0993119478225708,15.0,65.0,2.0,0.0,True,9.7,0.0308,,,1.0
E4,cohere-command,1,0.8485,0.6868,0.2542242407798767,15.0,65.0,2.0,0.0,True,9.7,0.0308,,,1.0
E5,gemini-2.5-pro,0,0.8939,0.7966,0.9887258410453796,16.0,80.0,1.0,0.0,False,56.25,0.0125,what,,1.0
E5,claude-sonnet-4-0,0,0.879,0.8681,0.18564164638519287,16.0,80.0,1.0,0.0,False,56.25,0.0125,what,,1.0
E5,cohere-command,1,0.8541,0.5151,0.06764820963144302,16.0,80.0,1.0,0.0,False,56.25,0.0125,what,,1.0
E6,gemini-2.5-pro,0,0.8818,0.619,0.9471466541290283,17.0,98.0,1.0,0.0,True,28.05,0.0102,,,1.0
E6,claude-sonnet-4-0,1,0.8372,0.6243,0.004372593481093645,17.0,98.0,1.0,0.0,True,28.05,0.0102,,,1.0
E6,cohere-command,1,0.825,0.4508,0.004604732617735863,17.0,98.0,1.0,0.0,True,28.05,0.0102,,,1.0
E7,gemini-2.5-pro,0,0.8406,0.8712,0.07497654855251312,8.0,40.0,1.0,0.0,False,32.56,0.025,which,,1.0
E7,claude-sonnet-4-0,0,0.8947,0.9252,0.01780628226697445,8.0,40.0,1.0,0.0,False,32.56,0.025,which,,1.0
E7,cohere-command,0,0.8556,0.878,0.03900755196809769,8.0,40.0,1.0,0.0,False,32.56,0.025,which,,1.0
E8,gemini-2.5-pro,0,0.8442,0.7792,0.3887118399143219,25.0,82.0,1.0,0.0714,False,74.27,0.0366,what,,1.0
E8,claude-sonnet-4-0,0,0.873,0.8861,0.8285039067268372,25.0,82.0,1.0,0.0714,False,74.27,0.0366,what,,1.0
E8,cohere-command,1,0.8274,0.7695,0.2472149282693863,25.0,82.0,1.0,0.0714,False,74.27,0.0366,what,,1.0
E9,gemini-2.5-pro,0,0.914,0.8321,0.9681015014648438,17.0,85.0,2.0,0.0769,True,46.61,0.0235,,,1.0
E9,claude-sonnet-4-0,0,0.8969,0.8412,0.9766908288002014,17.0,85.0,2.0,0.0769,True,46.61,0.0235,,,1.0
E9,cohere-command,1,0.8828,0.6732,0.5629625916481018,17.0,85.0,2.0,0.0769,True,46.61,0.0235,,,1.0
E10,gemini-2.5-pro,0,0.9053,0.9325,0.990960419178009,14.0,60.0,1.0,0.0909,False,64.92,0.0167,what,,1.0
E10,claude-sonnet-4-0,0,0.89,0.9366,0.9385015964508057,14.0,60.0,1.0,0.0909,False,64.92,0.0167,what,,1.0
E10,cohere-command,0,0.8504,0.8627,0.9252201914787292,14.0,60.0,1.0,0.0909,False,64.92,0.0167,what,,1.0
F1,gemini-2.5-pro,1,0.8111,0.735,0.031971294432878494,11.0,52.0,1.0,0.0,False,61.24,0.0385,why,,1.0
F1,claude-sonnet-4-0,0,0.8409,0.804,0.021889232099056244,11.0,52.0,1.0,0.0,False,61.24,0.0385,why,,1.0
F1,cohere-command,0,0.8475,0.8682,0.00690883956849575,11.0,52.0,1.0,0.0,False,61.24,0.0385,why,,1.0
F2,gemini-2.5-pro,1,0.8767,0.6374,0.0004516316403169185,13.0,75.0,1.0,0.0833,True,67.76,0.0133,,,1.0
F2,claude-sonnet-4-0,0,0.8964,0.799,0.9084774255752563,13.0,75.0,1.0,0.0833,True,67.76,0.0133,,,1.0
F2,cohere-command,0,0.8996,0.8138,0.00014118301623966545,13.0,75.0,1.0,0.0833,True,67.76,0.0133,,,1.0
F3,gemini-2.5-pro,0,0.8926,0.7976,0.9632172584533691,10.0,56.0,3.0,0.0,False,56.7,0.0179,,,1.0
F3,claude-sonnet-4-0,0,0.8822,0.6662,0.9681434631347656,10.0,56.0,3.0,0.0,False,56.7,0.0179,,,1.0
F3,cohere-command,0,0.8372,0.5693,0.07154129445552826,10.0,56.0,3.0,0.0,False,56.7,0.0179,,,1.0
F4,gemini-2.5-pro,0,0.8221,0.8529,0.1308000385761261,10.0,44.0,0.0,0.125,False,92.97,0.0227,how,,1.0
F4,claude-sonnet-4-0,0,0.8471,0.7891,0.023617064580321312,10.0,44.0,0.0,0.125,False,92.97,0.0227,how,,1.0
F4,cohere-command,0,0.8474,0.8261,0.04738481715321541,10.0,44.0,0.0,0.125,False,92.97,0.0227,how,,1.0
F5,gemini-2.5-pro,0,0.8221,0.5775,0.21350646018981934,11.0,52.0,3.0,0.0,True,78.25,0.0192,,,1.0
F5,claude-sonnet-4-0,0,0.841,0.7164,0.23503845930099487,11.0,52.0,3.0,0.0,True,78.25,0.0192,,,1.0
F5,cohere-command,0,0.8532,0.7481,0.43053731322288513,11.0,52.0,3.0,0.0,True,78.25,0.0192,,,1.0
F6,gemini-2.5-pro,1,0.8036,0.6099,0.2165459394454956,9.0,62.0,2.0,0.0,True,50.67,0.0161,,,1.0
F6,claude-sonnet-4-0,0,0.8601,0.8355,0.30737942457199097,9.0,62.0,2.0,0.0,True,50.67,0.0161,,,1.0
F6,cohere-command,0,0.875,0.8523,0.25542041659355164,9.0,62.0,2.0,0.0,True,50.67,0.0161,,,1.0
F7,gemini-2.5-pro,1,0.8117,0.6219,0.1620115041732788,14.0,57.0,1.0,0.0,True,75.5,0.0175,,,1.0
F7,claude-sonnet-4-0,0,0.8326,0.6372,0.01571064256131649,14.0,57.0,1.0,0.0,True,75.5,0.0175,,,1.0
F7,cohere-command,0,0.8592,0.5731,0.03228548541665077,14.0,57.0,1.0,0.0,True,75.5,0.0175,,,1.0
F8,gemini-2.5-pro,1,0.8131,0.7679,0.1131124198436737,11.0,64.0,0.0,0.0,False,-2.21,0.0156,how,,1.0
F8,claude-sonnet-4-0,0,0.8268,0.7211,0.03738177940249443,11.0,64.0,0.0,0.0,False,-2.21,0.0156,how,,1.0
F8,cohere-command,0,0.8333,0.7385,0.16905687749385834,11.0,64.0,0.0,0.0,False,-2.21,0.0156,how,,1.0
F9,gemini-2.5-pro,0,0.8306,0.6617,0.2148871272802353,13.0,62.0,2.0,0.0,False,49.54,0.0161,how,,1.0
F9,claude-sonnet-4-0,0,0.8488,0.6858,0.7831758260726929,13.0,62.0,2.0,0.0,False,49.54,0.0161,how,,1.0
F9,cohere-command,0,0.8638,0.6969,0.6350275874137878,13.0,62.0,2.0,0.0,False,49.54,0.0161,how,,1.0
F10,gemini-2.5-pro,0,0.8227,0.7649,0.27921047806739807,8.0,51.0,0.0,0.0,True,-5.73,0.0196,,,1.0
F10,claude-sonnet-4-0,0,0.8577,0.8008,0.633682131767273,8.0,51.0,0.0,0.0,True,-5.73,0.0196,,,1.0
F10,cohere-command,0,0.8429,0.7231,0.11903958022594452,8.0,51.0,0.0,0.0,True,-5.73,0.0196,,,1.0
